UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
1438,궁중해물탕 조씨집,Nam-gu,35.13556,129.09119,Gungjung Haemultang Jossijip,Gungjung Haemultang Jossijip (궁중해물탕 조씨집),,"7-11, Jinnam-ro, Nam-gu",,051-627-4749,,11:30-15:00 / 17:00-22:00,"100-Year Seafood Soup,  Palttuktang (Fish entrails soup)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230524163636778_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230524163636778_thumbL,"Opened in 1959, it is a famous seafood soup restaurant that has operated for two generations.The 100-year seafood soup with plenty of fish entrails and seafood is the main dish.It is receiving positive responses by developing original items without depending solely onlong-standing traditional dishes."
1439,까치횟집,Suyeong-gu,35.155018,129.13171,Kkachi Hoetjip,Kkachi Hoetjip (까치횟집),,"Punggyeong Tower, 17-20, Gwanganhaebyeon-ro 344beon-gil, Suyeong-gu",,0507-1400-5663,,10:30-22:30," A Course, Assorted raw fish",https://www.visitbusan.net/uploadImgs/files/cntnts/20230524164757051_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230524164757051_thumbL,"There are many good raw fish (Korean sashimi) restaurants in Gwangalli where you can dineagainst the backdrop of the wonderful sea view. Kkachi Hoetjip is one such place.The white kimchi prepared from scratch goes well with raw fish, and the crabs and shrimp marinated in soy sauce are refreshingly tasty."
1441,미청식당,Gijang-gun,35.260254,129.2332,Micheong Sikdang,Micheong Sikdang (미청식당),,"1303, Gijanghaean-ro, Ilgwang-eup, Gijang-gun",,051-721-7050,,10:00-15:30 / 17:00-20:30,"Angjanggu bibimbap, Dab mulhoe",https://www.visitbusan.net/uploadImgs/files/cntnts/20230525150604270_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525150604270_thumbL,"Located at Ilgwang Beach, Micheong specializes in bibimbap using common sea urchins,locally called “anjanggu.” Having a few items on the menu adds to the restaurant’s credibility.The waitlist is considerably long."
1445,피아크 카페 앤 베이커리,Yeongdo-gu,35.08665,129.077,P. Ark Cafe and Bakery (피아크 카페 앤 베이커리),P. Ark Cafe and Bakery (피아크 카페 앤 베이커리),,"4F, 180, Haeyang-ro 195beon-gil, Yeongdo-gu",,051-404-9204,,10:00-23:00,"Mild blue dolce latte, P.ARK mont blanc",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122917529_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122917529_thumbL,"This huge bakery cafe boasts its harbor view. During weekends, crowds gather here like anamusement park, but the wait is short thanks to the spacious hall.It serves over 80 different bakeries, drinks, and ice cream and has various things to see."
1446,큐제,Geumjeong-gu,35.26486,129.08542,QG,QG (큐제),,"1F, 470-1, Geumsaem-ro, Geumjeong-gu",,0507-1392-8489,,10:30-20:30,"Croissant, Baguette",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531124838775_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531124838775_thumbL,"QG is a small bakery cafe run by a French patisserie. It uses the finest wheat and butter to bakebread using natural sourdough starters and low-temperature fermentation. The cafe offers over20 different kinds of bread, including baguettes and croissants, the best-known bakeries fromFrance."
1447,커피스가모 인 서면,Busanjin-gu,35.15878,129.05403,Coffee Sugamo in Seomyeon,Coffee Sugamo in Seomyeon (커피스가모 인 서면),,"1F, 23, Gaya-daero 755beon-gil, Busanjin-gu",,051-818-1007,,10:30-22:00,"Syphon coffee (blended), Cream cake",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531125707807_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531125707807_thumbL,"This is a rare place that uses traditional hand-drip and syphon methods for brewing coffee.It takes a little longer, but the distinct flavors are worth it.The cafe has a very refined style and adheres to old ways of operation, such astaking orders after the customers are seated and receiving payment at the end of service."
1448,칠암사계,Gijang-gun,35.299957,129.25919,Chiramsagye,Chiramsagye (칠암사계),,"Chiram 1-gil, Ilgwang-eup, Gijang-gun",,0507-1318-4900,,10:00-21:00,"Salt bread, Chiramdol Manju",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531131053282_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531131053282_thumbL,"This place attracts so many people that the huge hall feels small. At this famous cafe, customerscan enjoy a variety of bread and drinks as they view the sea of Gijang. All the places are pretty, allthe bread is delicious, and salt bread and Chiramdol Manju are especially famous."
1450,초량온당,Dong-gu,35.123413,129.04155,Choryang Ondang,Choryang Ondang (초량온당),,"1F, 135, Choryangjung-ro, Dong-gu",,0507-1318-1271,,12:00-19:00,"Mammoth, Crumble",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601111609166_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601111609166_thumbL,"At this famous bakery, a long queue is formed to buy the bread around the opening hour.You can find a variety of combinations and recipes that are rare even in Busan, the city of bread.The most popular items are bread made with yellow cheese"
1451,원조 바다집,Jung-gu,35.100822,129.0299,Wonjo Badajip,Wonjo Badajip (원조 바다집),,"18-5, Gwangbok-ro 43beon-gil, Jung-gu",,051-245-1924,,11:00-21:30,"Sujung jeongol (Seafood hot pot),  Nakjibokkeum (Stir-fried small octopus)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601141838639_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601141838639_thumbL,"The famous restaurant, which has been in business for more than 50 years, has also beenintroduced on several TV shows. Sujung jeongol, full of seafood ingredients, is the dish thatmade the place famous. It also evokes nostalgia to the locals."
1452,이흥용과자점 부산대점,Geumjeong-gu,35.23029,129.08397,Lee Heung-yong Bakery PSU Branch,Lee Heung-yong Bakery PSU Branch (이흥용과자점 부산대점),,"30, Busandaehak-ro 63beon-gil, Geumjeong-gu",,051-711-4454,,08:30-21:00,"Salt bread, Myeongjang jeonbyeong",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601143331914_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601143331914_thumbL,"Owned by one of the most famous Korean confectionery masters,it uses quality ingredients such as sun-dried salt from Sinan that removed salt water for four  years and seasonal domestic produce. Over 100 kinds of bread and desserts are prepared and served every day."
1453,소문난 원조 조방낙지,Dongnae-gu,35.203987,129.08392,Somunnan Wonjo Jobangnakji,Somunnan Wonjo Jobangnakji (소문난 원조 조방낙지),,"37, Myeongnyun-ro 94beon-gil, Dongnae-gu",,051-555-7763,,11:00-15:00 / 17:00-21:00,"Nakgopsae (small octopus/pork intestines/shrimp),  Various toppings",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601144332074_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601144332074_thumbL,This restaurant has been in business for three generations since 1972 and is one of thebest-known places in Busan. It is always filled with customers who enjoy bone broth madefrom scratch and secret marinade.
1454,오대양횟집,Sasang-gu,35.150047,129.01125,Odaeyang Hoetjip,Odaeyang Hoetjip (오대양횟집),,"12, Jurye-ro, Sasang-gu",,051-327-9463,,11:00-22:30 ,"Assorted raw fish, Pork belly",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601145535123_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601145535123_thumbL,"It looks like any other hoetjip that specializes in raw fish (Korean sashimi), but it unusually alsooffers pork and beef barbecue. Though it may seem unusual to eat meat at a raw fish place, mostbegin with meat and finish with raw fish. It is also a popular place for delivery."
1455,오륙도 낙지 범일본점,Dong-gu,35.136383,129.05554,Oryukdo Nakji Beomil Main Branch,Oryukdo Nakji Beomil Main Branch (오륙도 낙지 범일본점),,"46-1, Jeonggongdan-ro, Dong-gu",,051-638-1589,,10:00-21:00,"Nakgopsae bokkeum (small octopus, pork intestines, and shrimp stir-fry),  Octopus and other seafood soup",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601150706501_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601150706501_thumbL,"Since 1996, it has been operating for more than 30 years and has been introduced throughvarious TV programs. Because of their fame, other places started using similar names, so theydecided to register their patent and trademark. It was also designated as the first traditionalBusan restaurant in Dong-gu."
1456,일미아구찜,Gijang-gun,35.25894,129.24767,Ilmi Agujjim,Ilmi Agujjim (일미아구찜),,"102, Hangnideungdae-ro, Ilgwang-eup, Gijang-gun",,051-724-3318,,10:30-20:40,"Agujjim (braised monkfish), 육 Agu suyuk (steamed monkfish)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601153604040_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601153604040_thumbL,"Located in Ilgwang Beach, this is an agujjim (braised monkfish) specialty restaurant.They use extra-large monkfish for the braise and allow customers to choose the level of spicinessat the time of order. It is very famous and filled with guests all the time."
1457,제주복국,Yeongdo-gu,35.07098,129.06885,Jeju Bokguk,Jeju Bokguk (제주복국),,"481, Jeoryeong-ro, Yeongdo-gu",,051-405-5050,,10:00-15:00 / 17:00-20:00,"Striped puffer soup (spicy or mild),  Tiger puffer soup (spicy or mild)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601154137448_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601154137448_thumbL,"Unlike most bokguk (pufferfish soup) places that serve in earthen pots,this restaurant divides the soup on the spot by the number of people and serves them directly inthe bowl. It is one of the best bokguk spots in Busan that always makes the list.The spacious hall is notable for its classic atmosphere."
1458,1966정원,Gangseo-gu,35.028156,128.81578,1966 Jungwon,1966 Jungwon (1966정원),," 787-1, Gadeokhaean-ro, Gangseo-gu",,051-971-9925,,11:00-15:30 ,"블랙 쉬림프 버거 , 클래식버거",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601155348503_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601155348503_thumbL,"Located in a quiet fishing village, this western restaurant stands out with a small garden andan antique-style interior.Its main item is the handmade burger, made with buns baked by the owner.The menu also offers pilaf, salad, and various beverages."
1459,용호할매팥빙수단팥죽,Nam-gu,35.124126,129.11104,Yongho Halmae Patbingsu Danpatjuk,Yongho Halmae Patbingsu Danpatjuk (용호할매팥빙수단팥죽),,"24, Yongho-ro 90beon-gil, Nam-gu",,051-623-9946,,09:00-22:00,"Patbingsu (shaved ice with red beans), Danpatjuk (sweet red bean porridge)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601183719085_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601183719085_thumbL,"The shaved ice with red beans and red bean porridge have been longtime local favoritesat this 40-year business continued by second-generation owners. It uses locally sourcedingredients such as whole red beans boiled from scratch, Miryang ice valley apples, andBusan milk to maintain the unchanging flavors."
1460,올드머그,Haeundae-gu,35.17039,129.19714,Old Mug,Old Mug,,"1F, 122, Songjeonggudeokpo-gil, Haeundae-gu",,051-704-9004,,06:30-24:00,"Cinnamon cream latte, Specialty americano",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601184356255_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601184356255_thumbL,"Old Mug is a hand-drip specialty cafe with the beach train running in the back and connected to awalking trail. Many guests come here to see the sunrise and have tea time in the early morning.Both indoor and outdoor areas are cozy, great for enjoying a different side of Songjeong Beach."
1461,아데초이,Gijang-gun,35.286453,129.25821,A’de Choi,A’de Choi (아데초이),,"162-1, Munoseong-gil, Ilgwang-eup, Gijang-gun",,070-8804-1355,,09:00-22:00,"Croissant sandwich, Fresh fruit pie",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205022576_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205022576_thumbL,"The intense colors and quaint decor of the interior look nice against the sea view outside thewindow. The desserts, famous for their refined flavors, are made by the owner who trained atTokyo Confectionery School. It plays classical and jazz music appreciated by the older clientele ofthe place."
1462,빌라 빌레쿨라,Dongnae-gu,35.198376,129.06964,Villa Villekulla,Villa Villekulla (빌라 빌레쿨라),,"8, Yeogo-ro 63beon na-gil, Dongnae-gu",,0507-1379-0100,,12:00-19:00,"Fondant Chocolat + Americano, Pancakes + Americano",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205653276_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205653276_thumbL,"Named after the hut where Pippi Longstocking lived, Villa Villekulla is a relaxing spot in thecity center. Desserts and drinks, including handmade pancakes, are made of good ingredients.Every corner of the cafe gives off a warm atmosphere."
1463,브리타니,Gangseo-gu,35.037563,128.81287,Brittany,Brittany (브리타니),,"663, Gadeokhaean-ro, Gangseo-gu",,0507-1368-4172,,11:00-19:00,"Lemon sorbet, Margherita Pizza",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210303799_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210303799_thumbL,"Located in a quiet coastal village, Brittany is a cozy cafe with a large window that showsthe beautiful view of Gadeok-do coast.It also has a rooftop terrace and a simple dining menu."
1464,브레이크인 커피,Gijang-gun,35.340794,129.17773,Break in Coffee,Break in Coffee (브레이크인 커피),,"117, Byeongsan-ro, Jeonggwan-eup, Gijang-gun",,051-728-7081,,10:00-22:00,"Americano, Watermelon bread",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210950063_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210950063_thumbL,Take a break from your daily routine and enjoy a cup of coffee here in the panoramic forest.It’s a cafe but also a bakery of a Korean confectionery master of 22 years.Customers’ favorites include watermelon bread and tiger bread with interesting shapes.
1465,브레드 365,Nam-gu,35.135845,129.08633,Bread 365,Bread 365 (브레드 365 ),,"No. 101, 205-dong, 13, Motgol-ro 41beon-gil, Nam-gu",,051-711-1951,,11:00-19:00,"Jambon sandwich, Olive ciabatta",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601211556571_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601211556571_thumbL,"Bread 365 makes bread for easy digestion using natural sourdough starters andlow-temperature fermentation. All the bread is displayed in the showcase to keephands off, and baguette sandwiches freshly made every day are the most popular"
1466,보리종파티세리 본점,Geumjeong-gu,35.233204,129.09138,Borison Patisserie Main Branch,Borison Patisserie Main Branch (보리종파티세리 본점),,"1F, 1667, Jungang-daero, Geumjeong-",,051-513-5200,,08:30-22:00,"Salt bread, Sweet pumpkin fig basket",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601212247424_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601212247424_thumbL,"In pursuit of making delicious and healthy bread, this bakery is popular for itsbuttery and chewy salt bread. The best-known items are various European breadmade of natural sourdough starters and healthy whole-wheat bread."
1467,바우노바,Jung-gu,35.099163,129.03558,Baunova,Baunova (바우노바),,"6, Gwangbok-ro 97beon-gil, Jung-gu",,051-253-3757,,07:30-22:00,"Americano, Cafe latte",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601212847341_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601212847341_thumbL,"Baunova Cafe uses a variety of coffee beans and changes them 3-4 times a day.Baristas with water sommelier and SCA coffee certifications brew the right coffee for eachcustomer. It has many regulars, including foreigners"
1468,해운대 암소갈비집,Haeundae-gu,35.163273,129.16663,Haeundae Rib Barbecue Restaurant,Haeundae Rib Barbecue Restaurant (해운대 암소갈비집),,"32-10, Jungdong 2-ro 10beon-gil, Haeundae-gu",,051-746-3333,,11:30-15:10 / 16:30-22:00,"Fresh beef ribs, Spicy beef ribs",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215829314_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215829314_thumbL,"Established in 1964, this family-owned beef rib barbecue restaurant has been in businessfor two generations. It is a widely known establishment for its traditional Hanok-stylearchitecture and signature marinade."
1473,풍원장 고기정찬,Haeundae-gu,35.15967,129.18253,Pungwonjang Gogijeongchan,Pungwonjang Gogijeongchan (풍원장 고기정찬),,"175, Dalmaji-gil 117beonga-gil, Haeundae-gu",,0507-1378-9024,,11:00-15:00 / 17:00-21:30,"Hanwoo beef ribs (1+, 1++), Handon pork ribs",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602133311480_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602133311480_thumbL,"This restaurant serves the meat grilled in the kitchen, allowing customers to enjoy food withoutsmoke. Its convenient facilities and generous table setting are great for families to dine out."
1474,포맨티코,Geumjeong-gu,35.22843,129.08781,Phomantico,Phomantico (포맨티코),,"16, Jangjeon-ro 12beon-gil, Geumjeong-gu",,051-583-2682,,11:30-15:00 / 16:30-21:00,"A set (2 persons), B set (2 persons)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602134918702_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602134918702_thumbL,"To make proper broth, this restaurant boils beef leg bones for over 24 hours and carefully prepares the ingredients every morning. No matter which cuisine it is, dedication is what makes great food. It’s highly recommended to people who have been unfamiliar with Vietnamese food."
1475,명란브랜드연구소,Dong-gu,35.1171,129.03499,Myeongnan Brand Laboratory,Myeongnan Brand Laboratory (명란브랜드연구소),,"22-1, Yeongchowit-gil, Dong-gu",,051-463-9182,,10:00-21:00,"Myeongnan beurre, Myeongnan oil spaghetti",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602135143501_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602135143501_thumbL,"Located on Choryang Ibagu-gil in Dong-gu, this five-story building is filled with everything aboutmyeongnan (pollack roe). The third and fourth floors are operated as a cafe that serves food madeof myeongnan. Note: only drinks are sold on weekends."
1476,육화목 소고기,Haeundae-gu,35.16929,129.17072,Yughwamog,Yughwamog (육화목 소고기),,"78, Jwadongsunhwan-ro 8beon-gil, Haeundae-gu",,ㅍ,,16:00-23:00,"Thinly sliced pork belly, Ribeye",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602135638172_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602135638172_thumbL,The owner of more than 10 years of experience prepares and serves meat at the time of order.Both Hanwoo beef and Handon pork are available.It’s a coal barbecue restaurant recommended for special occasions.
1477,어밤부,Haeundae-gu,35.17372,129.19667,A bamboo,A bamboo (어밤부),,"87, Songjeonggwangeogol-ro, Haeundae-gu",,051-702-8183,,11:00-15:00 / 17:00-21:00,"Pad Thai, Bu Pad Pong Karee",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140217961_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140217961_thumbL,"At this Thai restaurant, customers can enjoy the wonderful scenery of Songjeong Beach under the rattan-decorated lighting. It offers a wide variety of Thai dishes, wines, and beverages."
1478,우토피아,Suyeong-gu,35.15517,129.12115,Wootopia,Wootopia,,"3F, 249, Gwanganhaebyeon-ro, Suyeong-gu",,0507-1388-3199,,17:00-23:00,"2-person set, Bone rice",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140744460_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140744460_thumbL,"At Wootopia, you can enjoy 2++ Grade Hanwoo chosen and grilled by the chef, with the view ofGwangalli Beach. From preparation to eating, the whole experience is one-of-a-kind.It’s a great place for a romantic night out."
1479,우봉,Haeundae-gu,35.157097,129.14835,Ubong,Ubong (우봉),,"2F, 155, Marine City 1-ro, Haeundae-gu",,051-746-9256,,11:30-15:00 / 17:00-22:00,"Aged Hanwoo sirloin, Hanwoo brisket shabu shabu hot pot",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602141753998_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602141753998_thumbL,"Ubong is a Hanwoo specialty restaurant with an open view of Dongbaek Island.From auction to slaughter to aging, the whole process is managed by experts to provide only thehighest quality beef.The refined presentation of shabu shabu hot pot is also very popular."
1480,굿모닝홍콩,Busanjin-gu,35.158752,129.06444,Good Morning Hong Kong,Good Morning Hong Kong (굿모닝홍콩),,"19, Seojeon-ro 47beon-gil, Busan-jin-gu",,010-6444-3724,,12:00-20:00 ,"Dandanmian, Stir-fried tomato and eggs",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602142611057_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602142611057_thumbL,"It is a cha chaan teng, a type of restaurant in Hong Kong best known for eating breakfast. You can enjoy meals and desserts here.The spice level is mild and accommodating to the Korean palate. "
1481,버거인뉴욕,Haeundae-gu,35.16093,129.16469,Burger in New York,Burger in New York (버거인뉴욕),," 9, Haeundaehaebyeon-ro 298beon-gil, Haeundae-gu",,051-743-0144,,10:30-21:00,"Single Patty New York Burger, Special Burger",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602143055308_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602143055308_thumbL,"Every day, this shop makes patties with carefully selected Grade 1 Hanwoo and butterybrioche buns to provide burgers true to New York flavors.The exterior and interior decor also takes you to a street in New York."
1482,반핀,Busanjin-gu,35.15839,129.06279,Banpin,Banpin (반핀),,"9, Dongcheon-ro 108beon-gil, Busan-jin-gu",,051-911-6222,,11:30-16:00 / 17:00-21:00,"Char siu rice bowl, Mapo tofu",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602143250533_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602143250533_thumbL,"Serving casual dishes inspired by Taiwanese food, this restaurant is very popular among the young generation.The customer’s favorites are rice bowls with toppings grilled over binchotan. They also have light side dishes that go well with meals or beer."
1483,복성반점,Saha-gu,35.103638,128.96245,Bokseong Banjeom,Bokseong Banjeom (복성반점),,"289, Hasinjungang-ro, Saha-gu",,051-291-7834,,10:30-20:00,"Jjamppong (Spicy seafood noodle soup), Tangsuyuk",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602143915918_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602143915918_thumbL,"Bokseong Banjeom is a Chinese restaurant that has been operating for two generations for more than 50 years. Since appearing in famous TV shows, it has been garnering even more crowd.The signature dish is Jjamppong, topped with generous portions of seafood and onions."
1484,쉐프리,Haeundae-gu,35.159615,129.15382,Chef Lee,Chef Lee (쉐프리),,"3F, Baguettes Hotel, 13, Haeundaehaebyeon-ro 209beon-gil, Haeundae-gu",,051-757-6127,,12:00-15:00 / 17:30-22:00,"Anchovy Pasta, Gorgonzola Pizza ",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602144603179_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602144603179_thumbL,"This Italian restaurant, run by an owner-chef with an acclaimed career,presents delicious dishes that also pair well with wine.While fancy decorations seem to be popular these days, when it comes down to food,it has to taste good."
1485,부우사안,Haeundae-gu,35.160133,129.1545,Busan,Busan (부우사안),,"16, Haeundaehaebyeon-ro 209beonna-gil, Haeundae-gu",,051-741-3310,,11:30-15:00 / 17:00-22:00,"Beijing duck (same-day reservation), Lunch Set B ",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145152107_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145152107_thumbL,"This authentic Chinese restaurant, famous for its Beijing Duck, is highly recommended for special occasions.It’s fun to see the whole Beijing duck before they are carved and served."
1486,스톤스트릿,Jung-gu,35.102036,129.03119,Stone Street,Stone Street (스톤스트릿),,"9, Gwangbokjungang-ro 24beon-gil, Jung-gu",,051-254-7736,,12:00-21:00,"Green Grape Salad, Margherita Pizza",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145719327_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145719327_thumbL,"Wood-fired casual pizza and pasta are popular stars at this restaurant.The ricotta cheese used in cooking is freshly made every day. Its signature dish is thegreen grape salad with naan, strongly recommended by the regulars."
1487,산동완탕교자관,Dong-gu,35.119602,129.04268,Sandong Wantang Gyojagwan,Sandong Wantang Gyojagwan,,"1F, 3-11, Jungang-daero 248beon-gil, Dong-gu",,070-8240-2385,,10:00-22:00,"Eggplant dish, Mapo tofu",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145733245_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145733245_thumbL,"Operated by a Chinese owner, it feels as though a restaurant in China was relocated to Korea.It specializes in dumplings and offers unfamiliar and authentic mainland Chinese flavors that are not localized."
1488,삼형제오리,Yeongdo-gu,35.09349,129.03928,Samhyeongje Ori,Samhyeongje Ori (삼형제오리),,"23, Taejong-ro 73beon-gil, Yeongdo-gu",,051-417-7043,,12:00-14:00 / 15:00-22:00,"Lamb skewers for two, Duck barbecue",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602150346849_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602150346849_thumbL,"This is the only Korean branch of the Beijing duck franchise based in China. The signature dish is charcoal-grilled duck barbeque, but lamb skewers made of lamb ribs are also popular. Reservation is a must for the grilled duck."
1489,석기시대,Jung-gu,35.106155,129.03487,Seokgisidae,Seokgisidae (석기시대),,"75-1, Donggwang-gil, Jung-gu",,010-2334-0358,,15:00-22:00,"Ohyangjangyuk (five-spice steamed pork), Fried dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602151125877_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602151125877_thumbL,"Opened in 1987, this restaurant specializes in Chinese dumplings. It is known for affordable and tasty dumplings and five-spice steamed pork. It is frequented by local regulars for casual dining and drinks."
1490,음주양식당 오스테리아 어부,Busanjin-gu,35.153934,129.06258,Osteria Aboo,Osteria Aboo (음주양식당 오스테리아 어부),,"58, Dongcheon-ro, Busan-jin-gu",,051-802-8858,,17:00-14:30 / 17:00-24:00,"Spaghetti allo scoglio, La carbonara",https://www.visitbusan.net/uploadImgs/files/cntnts/20231109183734515_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20231109183734515_thumbL,"Instead of catering to the Korean palate, this restaurant presents the flavors of Italyas closely as possible for those who love authentic taste.While it is located in Busan, the restaurant’s food will take you to Italy."
1491,칸웨이,Gangseo-gu,35.08141,128.90326,Can Wei,Can Wei (칸웨이),,"84, Myeongji Ocean City 4-ro, Gangseo-gu",,051-271-7173,,11:00-15:00 / 17:00-22:00,"Course meal for 1, Sweet and Sour Pork",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602153447605_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602153447605_thumbL,"It is a high-end Chinese restaurant presented by an owner who has organized various international events as the manager of Chinese and Korean restaurants at Lotte Hotel. With plenty of accommodations for children, the venue is great for family dining. The restaurant’s signature is the Chinese course meal."
1492,고옥,Suyeong-gu,35.143585,129.10974,Go-ok,Go-ok (고옥),,"12-8, Namcheon-dong, Gwangnam-ro 6, Suyeong-gu",,0507-1360-1638,,11:30-15:00 / 17:00-21:00,"Hitsumabushi, Anago Hitsumabushi",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602174114924_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602174114924_thumbL,"It is a famous restaurant in Busan known for making hitsumabushi popular.They use coal to grill eels and close early when the prepared ingredients are sold out. It is first come, first served without reservations."
1493,글라스 앤 보틀,Yeonje-gu,35.188755,129.0872,Glass and Bottle,Glass and Bottle (글라스 앤 보틀),,"179-1, Ssangmicheon-ro, Yeonje-gu",,051-852-8598,,18:00-24:00,"Perilla oil and myungnan cappellini, Negitoro tartare",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602175414282_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602175414282_thumbL,Glass and Bottle is a small wine bar owned by a married couple that resembles small Japanese bistros inside alleyways. Its Japanese-style casual cuisine goes very well with wine. Reservation is a must as there are very few tables.
